project_slug,project_name,market_cap_usd,price_usd,total_invested,funds_count,top_funds
optimum,Optimum,,,11000000.0,15,"Animoca Brands ($733,333); CMT Digital ($733,333); The Spartan Group ($733,333); CMS Holdings ($733,333); 1kx ($733,333)"
acurast,ACU,,,11000000.0,11,"Scytale ($1,000,000); Tezos Foundation ($1,000,000); Web3 Foundation ($1,000,000); Gavin Wood ($1,000,000); CoinList ($1,000,000)"
try-your-best,Try Your Best,,,11000000.0,5,"Coinbase Ventures ($2,200,000); Strobe (Prev. BlockTower Capital) ($2,200,000); Offline Ventures ($2,200,000); Castle Island Ventures ($2,200,000); Unusual Ventures ($2,200,000)"
prismax,PrismaX,,,11000000.0,6,"Volt Capital ($1,833,333); Symbolic Capital ($1,833,333); Blockchain Builders Fund ($1,833,333); a16z crypto CSX ($1,833,333); Virtuals Protocol ($1,833,333)"
kaio,KAIO,,,11000000.0,6,"Brevan Howard ($1,833,333); Lyrik Ventures ($1,833,333); Laser Digital ($1,833,333); Karatage ($1,833,333); Further ($1,833,333)"
synthesys,Synthesys,,,11000000.0,1,"Mark Pui ($11,000,000)"
tao-synergies,TAO Synergies,,,11000000.0,3,"Digital Currency Group (DCG) ($3,666,667); Alphabit Fund ($3,666,667); DWF Labs ($3,666,667)"
digift-ico,DigiFT,,,11000000.0,5,"Mirana Ventures ($2,200,000); Yunqi Partners ($2,200,000); SBI Digital Asset Holdings ($2,200,000); Offchain Labs ($2,200,000); Polygon Labs ($2,200,000)"
gameplay-galaxy-ico,Gameplay Galaxy,,,11170000.0,2,"Blockchain Capital ($5,585,000); Merit Circle ($5,585,000)"
botanix-labs,Botanix Labs,,,11500000.000000002,17,"icebergy ($676,471); domo ($676,471); FarmerJoe ($676,471); Hitesh Bhardwaj ($676,471); Polychain Capital ($676,471)"
utila,Utila,,,51499999.99999999,14,"Wing VC ($8,059,524); Nyca Partners ($6,142,857); Cerca Partners ($6,142,857); NFX ($4,916,667); Digital Currency Group (DCG) ($3,142,857)"
spexi,Spexi,,,11500000.0,3,"Blockchange Ventures ($3,833,333); Protocol Labs ($3,833,333); Moonshots Capital ($3,833,333)"
block-street,Block Street,,,11500000.0,5,"Hack VC ($2,300,000); DWF Labs ($2,300,000); GenerativeVentures ($2,300,000); Steven Wang ($2,300,000); Bridge34 ($2,300,000)"
fanable,Fanable,,,11500000.0,6,"Morningstar Ventures ($1,916,667); Borderless Capital ($1,916,667); Ripple ($1,916,667); Polygon Labs ($1,916,667); Steel Perlot ($1,916,667)"
waterfall-protocol,WATER,,0.00014933,11600000.0,3,"Enflux ($3,866,667); BoltVC ($3,866,667); Alpha Token Capital ($3,866,667)"
tangany,Tangany,,,11640000.0,5,"Heliad AG ($2,328,000); Nauta Capital ($2,328,000); High-Tech Grunderfonds ($2,328,000); Elevator Ventures ($2,328,000); Baader Bank ($2,328,000)"
inference,Inference,,,11800000.000000002,13,"Multicoin Capital ($907,692); Mechanism Capital ($907,692); Santiago Roel Santos ($907,692); Anatoly Yakovenko ($907,692); Chaotic Capital ($907,692)"
architect,Architect,,,12000000.0,9,"Coinbase Ventures ($1,333,333); CMT Digital ($1,333,333); Strobe (Prev. BlockTower Capital) ($1,333,333); SV Angel ($1,333,333); ParaFi Capital ($1,333,333)"
bladerite,Bladerite,,,12000000.0,8,"Blizzard Fund (Avalanche Ecosystem) ($1,500,000); HashKey Capital ($1,500,000); Signum Capital ($1,500,000); Infinity Ventures Crypto (IVC) ($1,500,000); Solana Foundation ($1,500,000)"
crossover-markets-group,Crossover Markets Group,,,11999999.999999996,11,"Wintermute ($1,090,909); Gate.io ($1,090,909); Two Sigma Ventures ($1,090,909); DRW Venture Capital ($1,090,909); Flow Traders ($1,090,909)"
fuseenergy,Fuse,,,12000000.0,2,"Multicoin Capital ($6,000,000); Anatoly Yakovenko ($6,000,000)"
opacity-network,Opacity Network,,,12000000.0,9,"a16z Cultural Leadership Fund ($1,333,333); North Island Ventures ($1,333,333); Breyer Capital ($1,333,333); Ambush Capital ($1,333,333); Archetype ($1,333,333)"
cubexch,CUBE,,,12000000.0,5,"6MV (6th Man Ventures) ($2,400,000); ParaFi Capital ($2,400,000); Susquehanna International Group (SIG) ($2,400,000); GSR Markets (GSR) ($2,400,000); Everstake Capital ($2,400,000)"
relai,Relai,,,12000000.0,4,"Ego Death Capital ($3,000,000); Timechain ($3,000,000); Plan B Bitcoin Fund ($3,000,000); Solit Group ($3,000,000)"
bytenova,ByteNova,,,12000000.0,3,"Metaverse Group ($4,000,000); MetaBlast ($4,000,000); Forum Ventures ($4,000,000)"
ai-cross-matrix,ACM,,,12000000.0,5,"Avalon Wealth Club ($2,400,000); Asva Capital ($2,400,000); BuzzBridge Capital ($2,400,000); Genesis capital ($2,400,000); M2M capital ($2,400,000)"
tria,Tria,,,12000000.0,4,"P2 Ventures ($3,000,000); Sandeep Nailwal ($3,000,000); Ryon Nixon ($3,000,000); Aptos ($3,000,000)"
metalpha,Metalpha,,,12000000.0,2,"Avenir Group ($6,000,000); Gortune International Investment ($6,000,000)"
gonka,Gonka,,,12000000.0,1,"Bitfury Group (Bitfury Capital) ($12,000,000)"
fuze,Fuze,,,12200000.0,3,"Galaxy ($4,066,667); Further ($4,066,667); e& capital ($4,066,667)"
fableborne,Fableborne,,,12399999.999999998,7,"Delphi Ventures ($1,771,429); The Spartan Group ($1,771,429); L1 Digital ($1,771,429); Yield Guild Games (YGG) ($1,771,429); Sky Mavis ($1,771,429)"
zkpass,zkPass,,,12500000.0,7,"Animoca Brands ($1,785,714); Signum Capital ($1,785,714); Amber Group ($1,785,714); MH Ventures ($1,785,714); Flow Traders ($1,785,714)"
astria,Astria,,,12500000.000000002,11,"Batu ($1,136,364); 1kx ($1,136,364); Maven 11 Capital ($1,136,364); RockawayX ($1,136,364); Figment Capital ($1,136,364)"
pi-squared,Pi Squared,,,12500000.0,8,"Sreeram Kannan ($1,562,500); Polychain Capital ($1,562,500); Robot Ventures ($1,562,500); Samsung NEXT ($1,562,500); ABCDE Capital ($1,562,500)"
oshi-2,Oshi,,,12500000.0,8,"Polychain Capital ($1,562,500); Sfermion ($1,562,500); CMT Digital ($1,562,500); The Spartan Group ($1,562,500); Folius Ventures ($1,562,500)"
dakota,Dakota,,,12500000.0,4,"CoinFund ($3,125,000); Digital Currency Group (DCG) ($3,125,000); 6MV (6th Man Ventures) ($3,125,000); Triton Capital ($3,125,000)"
madworld-2,MadWorld,,,12999999.999999998,7,"Andreessen Horowitz (a16z) ($1,857,143); BITKRAFT Ventures ($1,857,143); Blocore ($1,857,143); Com2uS ($1,857,143); Goal Ventures ($1,857,143)"
myprize,MyPrize,,,34000000.0,13,"Boxcars Ventures ($11,500,000); Dragonfly Capital ($11,500,000); Luca Netz ($1,000,000); Andreessen Horowitz (a16z) ($1,000,000); Arrington Capital ($1,000,000)"
hive-2,Hive,,,13000000.0,2,"SC Ventures ($6,500,000); OneRagtime ($6,500,000)"
nuffle-labs,Nuffle Labs,,,12999999.999999998,15,"Sreeram Kannan ($866,667); Mert Mumtaz ($866,667); Jordi Alexander ($866,667); Electric Capital ($866,667); Fabric Ventures ($866,667)"
beamable,Beamable,,,13500000.0,10,"P2 Ventures ($1,350,000); BITKRAFT Ventures ($1,350,000); Scytale ($1,350,000); Solana Foundation ($1,350,000); Permit Ventures ($1,350,000)"
digitalx,DigitalX,,,13500000.0,3,"Animoca Brands ($4,500,000); ParaFi Capital ($4,500,000); UTXO Management ($4,500,000)"
medallion,Medallion,,,13700000.0,10,"Coinbase Ventures ($1,370,000); Dragonfly Capital ($1,370,000); Lightspeed Venture Partners ($1,370,000); Infinite Capital ($1,370,000); Third Prime ($1,370,000)"
u2u-network,U2U,,0.00181,13800000.0,8,"Chain Capital ($1,725,000); IDG Capital ($1,725,000); MaxxCapital ($1,725,000); Cointelegraph ($1,725,000); KuCoin Ventures ($1,725,000)"
nvt,NVT,,,13900000.0,1,"China International Development Corporation (CIDC) ($13,900,000)"
reservoir,Reservoir,,,13999999.999999996,13,"Union Square Ventures ($1,076,923); Variant ($1,076,923); Coinbase Ventures ($1,076,923); The Lao ($1,076,923); Framework Ventures ($1,076,923)"
abound,Abound,,,14000000.0,3,"Circle Ventures ($4,666,667); NEAR Foundation ($4,666,667); Times Internet ($4,666,667)"
doppel,Doppel,,,119000000.00000006,21,"Andreessen Horowitz (a16z) ($11,032,343); South Park Commons ($11,032,343); Strategic Cyber Ventures ($11,032,343); Script Capital ($9,759,615); 9Yards Capital ($9,759,615)"
unto,Unto,,,14400000.0,2,"Electric Capital ($7,200,000); Framework Ventures ($7,200,000)"
bastion,Bastion,,,14600000.0,5,"Andreessen Horowitz (a16z) ($2,920,000); Coinbase Ventures ($2,920,000); Hashed ($2,920,000); Samsung NEXT ($2,920,000); Sony Innovation Fund ($2,920,000)"
gnosis-hq,Gnosis HQ (Prev. Headquarters),,,14950000.0,1,"Gnosis ($14,950,000)"
zap-2,ZAP,,0.0013058,15000000.0,12,"Rarestone Capital ($1,250,000); Larry Cermak ($1,250,000); Cypher Capital Group ($1,250,000); Presto Labs ($1,250,000); Auros Global ($1,250,000)"
bluesky,Bluesky,,,15000000.0,4,"Blockchain Capital ($3,750,000); True Ventures ($3,750,000); SevenX Ventures ($3,750,000); Alumni Ventures ($3,750,000)"
fhenix,Fhenix,,,15000000.0,6,"Primitive Ventures ($2,500,000); Stake Capital ($2,500,000); Amber Group ($2,500,000); Hack VC ($2,500,000); GSR Markets (GSR) ($2,500,000)"
noble,Noble,,,15000000.0,4,"Paradigm ($3,750,000); Wintermute ($3,750,000); Foresight Ventures ($3,750,000); Informal Systems ($3,750,000)"
privy,Privy,,,15000000.0,5,"Paradigm ($3,000,000); Sequoia Capital ($3,000,000); Coinbase Ventures ($3,000,000); BlueYard ($3,000,000); Ribbit Capital ($3,000,000)"
finoa,Finoa,,,15000000.0,5,"Maven 11 Capital ($3,000,000); Balderton Capital ($3,000,000); Signature Ventures ($3,000,000); Venture Stars ($3,000,000); coparion ($3,000,000)"
skyark-chronicles,SkyArk Chronicles ,,,15000000.0,20,"Maven Capital ($750,000); Openspace ($750,000); Everyrealm ($750,000); Cryptomeria Capital ($750,000); UOB Venture Management ($750,000)"
exabits,Exabits,,,15000000.0,1,"Hack VC ($15,000,000)"
turnkey,Turnkey,,,45000000.0,14,"Variant ($6,250,000); Sequoia Capital ($6,250,000); Galaxy ($6,250,000); Faction ($6,250,000); Bain Capital Crypto ($5,000,000)"
prodia,Prodia,,,15000000.0,13,"Dragonfly Capital ($1,153,846); TRGC ($1,153,846); HashKey Capital ($1,153,846); OKX Ventures ($1,153,846); Sandeep Nailwal ($1,153,846)"
sling-money,Sling Money,,,15000000.0,3,"Union Square Ventures ($5,000,000); Slow Ventures ($5,000,000); Ribbit Capital ($5,000,000)"
cryptio,Cryptio,,,15000000.0,4,"1kx ($3,750,000); Alven Capital ($3,750,000); Cathay Innovation ($3,750,000); Ledger ($3,750,000)"
legend-3,Legend,,,15000000.0,2,"Andreessen Horowitz (a16z) ($7,500,000); Coinbase Ventures ($7,500,000)"
poseidon-2,Poseidon,,,15000000.0,1,"Andreessen Horowitz (a16z) ($15,000,000)"
supergaming,SuperGaming,,,15000000.0,10,"P2 Ventures ($1,500,000); Sandeep Nailwal ($1,500,000); GFR Fund ($1,500,000); Steadview Capital ($1,500,000); NEOWIZ ($1,500,000)"
the-clearing-company,The Clearing Company,,,14999999.999999998,17,"Union Square Ventures ($882,353); Variant ($882,353); Coinbase Ventures ($882,353); Compound ($882,353); Haun Ventures ($882,353)"
transcrypts,TransCrypts,,,14999999.999999998,11,"Mark Cuban ($1,363,636); Pantera Capital ($1,363,636); Techstars ($1,363,636); Protocol Labs ($1,363,636); Alumni Ventures ($1,363,636)"
cipherowl,CipherOwl,,,15000000.0,8,"General Catalyst ($1,875,000); OKX Ventures ($1,875,000); Predictive VC ($1,875,000); Road Capital ($1,875,000); AME Cloud Ventures ($1,875,000)"
satschel,Satschel,,,15000000.0,1,"ETHZilla ($15,000,000)"
bron,Bron,,,15000000.0,3,"LocalGlobe ($5,000,000); GSR Markets (GSR) ($5,000,000); Fasanara Capital ($5,000,000)"
bitstack,BitStack,,,15000000.0,6,"AG2R LA MONDIALE ($2,500,000); Y Combinator ($2,500,000); 13bookscapital (prev. Element Ventures) ($2,500,000); Serena ($2,500,000); Plug and Play ($2,500,000)"
cascade,Cascade,,,15000000.0,4,"Polychain Capital ($3,750,000); Variant ($3,750,000); Coinbase Ventures ($3,750,000); Archetype ($3,750,000)"
surf-ai,Surf,,,15000000.0,3,"Coinbase Ventures ($5,000,000); Pantera Capital ($5,000,000); Digital Currency Group (DCG) ($5,000,000)"
dappos,DappOS,,,15300000.0,16,"Polychain Capital ($956,250); Chain Capital ($956,250); NGC Ventures ($956,250); Waterdrip Capital ($956,250); IDG Capital ($956,250)"
codex-2,Codex,,,15800000.000000002,6,"Coinbase Ventures ($2,633,333); Dragonfly Capital ($2,633,333); Cumberland ($2,633,333); Wintermute ($2,633,333); Circle Ventures ($2,633,333)"
blockskye,Blockskye,,,15800000.000000004,7,"Blockchange Ventures ($2,257,143); Faction ($2,257,143); United Airlines Ventures ($2,257,143); KSV Global ($2,257,143); Litquidity Ventures ($2,257,143)"
transak,Transak,,,15999999.999999998,6,"1kx ($2,666,667); IDG Capital ($2,666,667); Tether ($2,666,667); Primal Capital ($2,666,667); Protein Capital ($2,666,667)"
hypernative,Hypernative,,,56000000.0,11,"Boldstart Ventures ($10,000,000); IBI Tech Fund ($10,000,000); StepStone Group ($8,000,000); Ten Eleven Ventures ($8,000,000); Ballistic Ventures ($8,000,000)"
dfns,Dfns,,,16000000.0,9,"Hashed ($1,777,778); Semantic Ventures ($1,777,778); Wintermute ($1,777,778); Techstars ($1,777,778); White Star Capital ($1,777,778)"
allium,Allium,,,16500000.0,3,"Amplify Partners ($5,500,000); Theory VC ($5,500,000); Kleiner Perkins ($5,500,000)"
deblock,Deblock,,,51800000.0,9,"Headline ($9,200,000); Chalfen Ventures ($9,200,000); Speedinvest ($5,000,000); Latitude ($5,000,000); Triton Capital ($5,000,000)"
wyden,Wyden,,,16900000.0,5,"FiveT Fintech ($3,380,000); Truffle Capital ($3,380,000); C3 VC Fund ($3,380,000); Postfinance ($3,380,000); SBI-Sygnum-Azimut Digital Asset Opportunity Fund ($3,380,000)"
kiln,Kiln,,,17000000.0,6,"LBank Ventures ($2,833,333); KX ($2,833,333); IOSG Ventures ($2,833,333); Crypto.com ($2,833,333); 1kx ($2,833,333)"
backpack,Backpack,,,17000000.0,5,"Robot Ventures ($3,400,000); Wintermute ($3,400,000); Amber Group ($3,400,000); Placeholder ($3,400,000); Selini Capital ($3,400,000)"
t-rex,T-Rex,,,16999999.999999996,9,"Hypersphere Ventures ($1,888,889); Framework Ventures ($1,888,889); Arche Fund ($1,888,889); SNZ Holding ($1,888,889); ArkStream Capital ($1,888,889)"
fin,Fin (Prev. TipLink),,,16999999.999999996,12,"sheraz ($1,416,667); Josh Fried ($1,416,667); Sequoia Capital ($1,416,667); Pantera Capital ($1,416,667); Samsung NEXT ($1,416,667)"
aidatify,Aidatify,,,17500000.0,1,"SM Capital ($17,500,000)"
catena-labs,Catena Labs,,,18000000.0,8,"Andreessen Horowitz (a16z) ($2,250,000); Coinbase Ventures ($2,250,000); CoinFund ($2,250,000); Circle Ventures ($2,250,000); Pillar VC ($2,250,000)"
zodia-markets,Zodia Markets,,,18250000.0,6,"Circle Ventures ($3,041,667); Token Bay Capital ($3,041,667); Human Capital ($3,041,667); XVC Tech ($3,041,667); The Operating Group ($3,041,667)"
xrex-ico,XREX,,,18750000.0,1,"Tether ($18,750,000)"
megaeth,MEGA,,0.3,20000000.0,13,"Dragonfly Capital ($1,538,462); Robot Ventures ($1,538,462); Santiago Roel Santos ($1,538,462); Figment Capital ($1,538,462); Big Brain Holdings ($1,538,462)"
litas,LITAS,,0.1654,20000000.0,1,"Rollman Management ($20,000,000)"
axiom, ,,,20000000.0,10,"Paradigm ($2,000,000); Robot Ventures ($2,000,000); Standard Crypto ($2,000,000); Ethereal Ventures ($2,000,000); Lakshman Sankar ($2,000,000)"
ostium-labs,Ostium Labs,,,20000000.0,5,"Coinbase Ventures ($4,000,000); General Catalyst ($4,000,000); Wintermute ($4,000,000); Jump Trading ($4,000,000); GSR Markets (GSR) ($4,000,000)"
morph,Morph,,,20000000.0,15,"Pantera Capital ($1,333,333); Dragonfly Capital ($1,333,333); The Spartan Group ($1,333,333); Sandeep Nailwal ($1,333,333); Foresight Ventures ($1,333,333)"
phoenix-2,Phoenix,,,20000000.0,2,"Paradigm ($10,000,000); Electric Capital ($10,000,000)"
ora,ORA,,,20000000.0,4,"Polychain Capital ($5,000,000); HashKey Capital ($5,000,000); SevenX Ventures ($5,000,000); HF0 ($5,000,000)"
partior,Partior,,,80000000.0,7,"Deutsche Bank ($20,000,000); Peak XV Partners(ex-Sequoia India) ($10,000,000); Temasek Holdings ($10,000,000); Valor Capital Group ($10,000,000); Jump Trading ($10,000,000)"
ithaca,Ithaca,,,20000000.0,1,"Paradigm ($20,000,000)"
fold-2,Fold,,,20000000.0,1,"ATW Partners ($20,000,000)"
eventflo,Eventflo,,,20000000.0,1,"Rollman Management ($20,000,000)"
1money,1Money,,,20000000.0,26,"CMT Digital ($769,231); gumi Cryptos Capital ($769,231); Tribe Capital ($769,231); Galaxy ($769,231); Borderless Capital ($769,231)"
vitalveda,VitalVEDA,,,20000000.0,1,"Rollman Management ($20,000,000)"
halliday,Halliday,,,20000000.0,4,"Andreessen Horowitz (a16z) ($5,000,000); SV Angel ($5,000,000); Blizzard Fund (Avalanche Ecosystem) ($5,000,000); Credibly Neutral ($5,000,000)"
apx-lending,APX Lending,,,20000000.0,1,"Cypress Hills ($20,000,000)"
consensus-value-creation,Consensus Value Creation,,,20000000.0,1,"Paradigm ($20,000,000)"
theo,Theo,,,20000000.0,10,"SCB Limited ($2,000,000); Metalayer Ventures ($2,000,000); Hack VC ($2,000,000); Mirana Ventures ($2,000,000); Anthos Capital ($2,000,000)"
nous-research,Nous Research,,,70000000.0,4,"Paradigm ($50,000,000); Distributed Global ($6,666,667); Delphi Digital (Delphi Labs) ($6,666,667); North Island Ventures ($6,666,667)"
two-prime,Two Prime,,,20000000.0,2,"Susquehanna International Group (SIG) ($10,000,000); MARA Holdings ($10,000,000)"
xmtp,XMTP,,,20000000.000000004,7,"Union Square Ventures ($2,857,143); Andreessen Horowitz (a16z) ($2,857,143); Coinbase Ventures ($2,857,143); Distributed Global ($2,857,143); Sound Ventures ($2,857,143)"
rialo,Rialo (Subzero Labs),,,20000000.0,10,"Variant ($2,000,000); Coinbase Ventures ($2,000,000); Fabric Ventures ($2,000,000); Pantera Capital ($2,000,000); Hashed ($2,000,000)"
openmind-2,OpenMind,,,20000000.0,4,"Coinbase Ventures ($5,000,000); Pantera Capital ($5,000,000); Digital Currency Group (DCG) ($5,000,000); Ribbit Capital ($5,000,000)"
orangex,OrangeX,,,20000000.0,2,"Kryptos Venture ($10,000,000); SCI Ventures ($10,000,000)"
stablecore,Stablecore,,,20000000.0,10,"Norwest ($2,000,000); Ensemble VC ($2,000,000); Bankers Helping Bankers Fund ($2,000,000); Coinbase Ventures ($2,000,000); EJF Capital ($2,000,000)"
lemon,Lemon,,,20000000.0,9,"ParaFi Capital ($2,222,222); Stani Kulechov ($2,222,222); VanEck ($2,222,222); DRW Venture Capital ($2,222,222); Alumni Ventures ($2,222,222)"
ingonyama,Ingonyama,,,21000000.0,8,"IOSG Ventures ($2,625,000); Maven 11 Capital ($2,625,000); RockawayX ($2,625,000); Samsung NEXT ($2,625,000); Mirana Ventures ($2,625,000)"
monkey-tilt,Monkey Tilt,,,51000000.0,10,"Accomplice ($7,950,000); Hack VC ($7,950,000); Polychain Capital ($7,950,000); Folius Ventures ($4,200,000); Paper Ventures ($4,200,000)"
atlas-2,Atlas,,,21000000.0,1,"Haun Ventures ($21,000,000)"
noah-2,Noah,,,21999999.999999996,7,"LocalGlobe ($3,142,857); FJ Labs ($3,142,857); Joe Lonsdale ($3,142,857); Felix Capital ($3,142,857); David Helgason ($3,142,857)"
spiko,Spiko,,,22000000.0,11,"Blockwall Management ($2,000,000); White Star Capital ($2,000,000); Index Ventures ($2,000,000); Bpifrance ($2,000,000); Zach Abrams ($2,000,000)"
anthea,Anthea,,,22000000.0,1,"Yunfeng Financial ($22,000,000)"
metacomp,MetaComp,,,22000000.0,5,"Beingboom Capital ($4,400,000); Noah ($4,400,000); Sky9 ($4,400,000); Eastern Bell Capital ($4,400,000); Freshwave ($4,400,000)"
tenx-protocols,TenX Protocols,,,22000000.0,5,"HIVE Digital Technologies ($4,400,000); BONK Contributors ($4,400,000); Borderless Capital ($4,400,000); Chorus One ($4,400,000); Defi technologies ($4,400,000)"
polymer-labs,Polymer Labs,,,22999999.999999993,11,"Blockchain Capital ($2,090,909); Distributed Global ($2,090,909); Digital Currency Group (DCG) ($2,090,909); Maven 11 Capital ($2,090,909); North Island Ventures ($2,090,909)"
openfx,OpenFX,,,23000000.0,6,"NFX ($3,833,333); Accel ($3,833,333); Flybridge ($3,833,333); Castle Island Ventures ($3,833,333); Hash3 ($3,833,333)"
lightyear,Lightyear,,,23000000.0,4,"Lightspeed Venture Partners ($5,750,000); NordicNinja ($5,750,000); Metaplanet Holdings ($5,750,000); Skaala ($5,750,000)"
crossmint,Crossmint,,,23600000.0,7,"6MV (6th Man Ventures) ($3,371,429); Ribbit Capital ($3,371,429); Big Brain Holdings ($3,371,429); Nyca Partners ($3,371,429); Franklin Templeton ($3,371,429)"
